CHSI_State_Abbr,No_Exercise,Obesity,High_Blood_Pres,Smoker,Diabetes,Uninsured,Elderly_Medicare,Disabled_Medicare,Prim_Care_Phys_Rate,Dentist_Rate,Community_Health_Center_Ind,HPSA_Ind,Influenzae,HepA,HepB,Measeles,Pertusis,Congential.Rubella,Syphilis,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Ecol,Salmonella,Shig,Toxic_Chem,Carbon_Monoxide_Ind,Nitrogen_Dioxide_Ind,Sulfur_Dioxide_Ind,Ozone_Ind,Particulate_Matter_Ind,Lead_Ind,Premature,Infant_Mortality,Brst_Cancer,Col_Cancer,CHD,ALE,All_Death,Health_Status
AZ,20.9,19.7,23.8,18.7,6.6,149746,115794,18764,93.1,38.2,1,2,63,309,222,3,476,3,250,19949,18572,51475,52043,44,857,752,4047227,1,1,1,1,1,1,12.2,7,22.7,18.2,146.7,77.3,809,13.7
AZ,26.9,26.7,28.3,21.8,10.6,33439,22222,4581,21.3,10,1,2,16,56,54,3,25,3,25,4531,6954,12759,12869,17,232,224,1603192,1,1,1,2,2,1,14.3,7.6,21.3,16.8,153.7,76.9,795.2,19
AZ,36.9,20,20.4,18.1,7,11544,4595,534,45.2,16.7,1,1,6,127,14,3,10,3,8,1432,1058,2121,2334,3,96,99,6096,1,1,1,1,2,1,11.8,4.4,17,9.3,107.7,80,662.7,18.3
AZ,23.4,16,28.5,21.9,5.7,28886,33866,5176,63.4,32.2,1,2,12,36,25,3,498,3,6,3646,5592,11746,10856,10,149,26,2058850,1,1,1,1,1,1,12.4,6,22.4,15.7,134.4,77.8,778.8,17.4
AZ,26.7,25.7,26.8,16.2,9.2,45336,17942,2509,43.6,17.7,1,1,7,120,34,3,13,3,20,12082,6971,9471,9943,11,157,118,37012,1,1,1,1,1,1,10.3,6.8,19.3,11.5,106.2,80.9,608.9,19.1
AR,35.1,30.7,30.011,29.2,7.8,2858,3188,653,59.8,24.9,2,2,6,20,10,3,178,3,29,765,494,1289,1095,3,90,21,623173,1,1,1,1,1,1,15.5,6.2,27.9,29.9,263.9,73.4,1080.5,24.9
AR,35,30.2,28.9,29.7,7.7,3783,3354,909,60.4,34.5,1,2,3,9,9,3,12,3,72,784,727,1468,1278,3,85,21,1614518,1,1,1,1,1,1,13.8,10.3,31,20.1,276.2,72.6,1076.7,18.5
AR,24.9,22.7,33.8,25.4,10.2,5191,9952,1597,84.3,34.7,2,2,3,7,6,3,50,3,3,844,1854,2785,2153,6,56,16,8276,1,1,1,1,1,1,11.7,7.1,24.8,23.2,156.9,77,897.6,17.8
AR,22.3,21.5,25.4,21.4,5.8,22708,21636,3486,52.4,31,2,2,5,24,19,3,18,3,5,2760,4491,11631,10422,9,121,21,859820,1,1,1,1,1,1,11.2,6,26.1,20.6,222.5,78,776.9,14.5
AR,31.4,23.7,30.4,25.1,6.7,5033,5915,1642,95,44.7,2,2,3,6,5,3,13,3,3,798,1385,2334,1938,4,49,8,77520,1,1,1,1,1,1,10.3,6.8,20.7,21.8,221.1,76.9,896.3,17.6
AR,30.9,25.2,28.111,23.7,8.5,2467,1945,469,73.8,24.6,2,2,3,18,4,3,3,3,9,417,450,797,699,3,36,7,48561,1,1,1,1,1,1,12.6,6.6,22.4,20.4,279.4,73.3,1080.4,18.9
AR,28.744,25.09425,27.786,21.704,3.5,846,683,198,17.9,0,1,1,3,8,5,3,3,3,3,177,245,365,306,5,13,3,391469,1,1,1,1,1,1,18.2,17.1,25,20.5,198.9,73.3,1021.1,17.9
AR,28.7,21,25.275,28.5,5.1,5529,3851,742,55.6,22.2,2,2,3,32,12,3,8,3,3,574,1005,1750,1459,12,73,22,57595,1,1,1,1,1,1,10,7.7,24.7,20.6,148,76.9,824.8,19.8
AR,33.5,21.9,31.244,27.4,15.6,3200,2074,562,61.4,30.7,1,2,3,4,8,3,5,3,96,482,403,824,737,3,42,19,920531.85,1,1,1,1,1,1,15.7,8.4,29.4,26.7,235.1,73.9,1134.1,30.9
AR,30,20.8,27.3,16.2,6.3,3575,3342,669,61.1,52.4,1,2,3,16,7,3,12,3,30,631,687,1490,1575,4,106,47,156327,1,1,1,1,1,1,12.6,6.5,27.8,21.6,230.8,75.5,975.4,18.4
AR,39.1,29.7,32.686,34.6,10.2,2567,3220,669,48.3,42.2,1,2,3,18,9,3,6,3,5,570,620,1088,893,3,87,6,34520,1,1,1,1,1,1,12.8,9,20.2,26.7,282.9,75,1032,31.9
AR,29.4,25.1,34.5,21.9,8.6,3723,4899,877,55.1,19.7,1,2,3,9,8,3,9,3,4,515,781,1719,1387,3,107,13,7365,1,1,1,1,1,1,10.7,4.9,22.4,18.4,122.1,76.4,869,21.2
AR,33.423,26.8,29.026,25.2,11.3,1173,1154,284,0,11.2,1,1,3,6,5,3,3,3,12,236,278,572,497,7,25,11,1529140.32,1,1,1,1,1,1,14.7,2.1,27.6875,17.4,199,73.3,977.5,26.2
AR,27.5,23.8,29.908,23.2,9.2,3610,3903,959,60.7,44.5,2,2,3,10,5,3,6,3,23,670,764,1583,1501,4,49,17,795161,1,1,1,1,1,1,14.6,9.9,38.7,28.5,219.8,74.3,1013.9,21.9
AR,29.9,26.5,32.7,32.2,4.9,3085,3639,1143,72.3,19.3,2,2,3,14,5,3,20,3,22,470,745,1328,1148,4,77,13,623756,1,1,1,1,1,1,11.3,8.3,23.2,18.4,186.7,75.2,949.3,23.3
AR,29.9,29.1,27.3,25.1,6.2,11601,9544,2461,121.1,40.4,1,2,3,23,13,3,4,3,18,2021,2813,5507,5147,6,275,56,96088,1,1,1,1,1,1,12.6,9.4,25.9,21.6,209.5,75.3,997.6,20.6
AR,27.5,21.1,27.5,27.5,5.8,9011,6240,2432,46.9,17.4,2,2,4,46,42,3,8,3,5,1095,1988,3596,3209,8,107,28,157171,1,1,1,1,1,1,11.4,8.6,22.1,17.4,258.6,74.6,1027.5,19.4
AR,29.1,30,33.6,25,11.5,10083,4651,1525,38.5,34.7,1,2,6,6,14,3,3,3,57,1421,1609,3063,2882,3,117,42,400631,1,1,1,2,1,1,16.9,12.3,29.5,22.3,262.9,71.1,1241.2,22.4
AR,35.8,30.2,31.625,32.8,9.6,3311,2404,617,26,41.6,1,2,5,11,14,3,3,3,31,625,627,1205,1080,3,109,31,34182,1,1,1,1,1,1,15,14.2,36.2,28.9,216.1,73.2,1079.4,22.3
AR,28.847,27.23,28.417,14.8,14.7,1540,1404,320,46.9,46.9,2,2,3,14,4,3,7,3,11,268,373,545,481,3,25,17,32847,1,1,1,1,1,1,15.8,11.9,42.7,23.3,198.9,73.6,1122.3,18.4
AR,33.827,27.5,29.699,21.5,10.3,3217,2023,496,34.8,27.9,2,2,3,9,15,3,3,3,49,519,448,884,781,3,45,18,2001846,1,1,1,1,1,1,17.2,10.2,21.8,29.3,334,74.4,1046.9,20.6
AR,28.3,21.6,27.651,28.2,4.5,3227,2120,534,32.1,32.1,2,2,3,9,8,3,8,3,37,698,611,1192,1157,3,54,16,1094447.76,1,1,1,1,1,1,14.8,7.6,25.4,22,224.9,73.9,1026.8,16.6
AR,24.4,23.6,22.9,19.8,4.8,10687,8617,2020,63.8,30.9,2,2,4,12,10,3,43,3,4,2095,2010,6103,6187,12,348,59,337314,1,1,1,1,1,1,9.9,7.2,20,22,98.2,77.3,894.9,16
AR,28.7,27.4,17.5,31.7,4.7,2780,2481,800,16.5,16.5,2,2,3,39,7,3,7,3,12,352,646,1175,1025,8,59,18,411525,1,1,1,1,1,1,10.2,6.9,21.9,18.5,214.1,75.7,935,19.7
AR,25.9,27.6,27.504,30.9,6.8,2113,2291,681,50.3,16.8,2,2,3,14,6,3,9,3,3,249,457,801,641,3,29,11,382344.27,1,1,1,1,1,1,13.8,7.6,23.1,16.1,178.7,74.9,889.5,18.6
AR,25,22.3,33.3,28.3,8,14158,20137,2990,80.2,49.2,2,2,6,27,23,3,34,3,7,2153,2327,6223,5049,5,215,117,3285394,1,1,1,1,1,1,12.2,6.9,23.5,18.3,137.2,74.8,975.6,21
AR,35.8,31.6,27.923,33.7,4,2038,1924,467,40.4,17.3,2,1,3,14,8,3,23,3,3,393,539,1131,977,4,72,12,92362,1,1,1,1,1,1,13.1,9.5,26.6,15.5,231.2,73.6,963.9,20.4
AR,31.7,29.5,34.8,31.7,9.9,4636,5115,1383,58.4,22.8,2,2,5,5,10,3,5,3,6,1027,1411,2512,2175,3,106,13,164430,1,1,1,1,1,1,12.9,10.5,12.6,16.7,268.1,73.5,1006.3,26.2
AR,29.8,24.4,32.051,26.2,10.3,4943,2849,666,42.8,29.9,1,2,6,13,9,3,12,3,65,605,700,1461,1313,3,92,32,998593,1,1,1,1,1,1,14.4,8.2,29.9,20.9,230.3,74.7,1000.9,26.9
AR,32.2,28.1,35.5,22.1,9.3,4327,4347,1036,38.4,16,2,2,3,6,6,3,52,3,3,754,1131,2022,1727,4,78,13,191308,1,1,1,1,1,1,11.4,5.5,16.7,22.5,186.2,75.8,921.6,25.8
AR,34.2,26.1,29.197,25.9,12.7,2530,2185,484,48.1,34.4,2,2,5,16,3,3,22,3,12,331,461,913,802,3,54,14,434845,1,1,1,1,1,1,13.6,5.4,39.1,18.1,253.1,75,1017.6,18.6
AR,30.8,26.9,31.6,26,7.2,4830,4880,1437,83.5,40.3,1,2,3,9,5,3,4,3,5,1037,1191,2245,1954,4,119,9,2001055,1,1,1,1,1,1,14.3,7.3,16.1,20.8,196.8,75.2,997.2,20.1
AR,34.6,28.5,32.025,24.5,13.5,2219,2685,683,52.1,44.7,2,2,3,8,6,3,8,3,5,311,483,906,733,5,38,8,0,1,1,1,1,1,1,12.1,10.2,30.3,22.2,193.6,74.9,1020.7,25
AR,41.3,31,32.172,24.4,8.1,3051,3500,951,90.9,34.1,1,2,3,19,17,3,6,3,36,616,640,1154,1064,5,130,15,20601,1,1,1,1,1,1,14.1,9.1,19.3,21,286.1,73.2,1080.2,34.9
AR,29.1,27.4,34,23.3,9.8,13485,10139,2675,94.2,37.9,1,2,5,17,44,3,23,3,26,2714,2476,5117,4676,3,202,72,7676226,1,1,1,1,1,1,18.3,10.3,30,25.4,246.4,73.2,1040.7,19.6
AR,26.7,20.3,28.336,29,8.6,4420,3133,867,74.9,25,2,2,3,28,8,3,5,3,4,504,891,1521,1346,4,78,15,296085,1,1,1,1,1,1,10.3,6.3,20.7,14.6,204.1,75.7,937.5,17.9
AR,32.419,28.801,30.221,23.354,10.2,1636,1242,345,37.4,12.5,1,1,3,6,4,3,10,3,4,231,322,520,443,5,24,7,1178326.44,1,1,1,1,1,1,16,10.4,31.1,24.5,227.9,74.7,976.7,26.1
AR,31.6,28.6,27.283,37.8,5.9,2836,3248,855,40.8,17.5,1,2,5,13,10,3,6,3,5,537,751,1112,970,3,105,16,2346,1,1,1,1,1,1,12.2,9.5,18,20.6,210.4,74.6,1039.7,15.5
AR,34.107,29.111,29.841,22.184,9.3,2555,1498,399,34.6,17.3,1,2,3,9,19,3,10,3,29,359,316,743,690,3,57,64,2646525.58,1,1,1,1,1,1,17.1,16.2,37.4,22.6,265.3,72.9,1064.7,23.373
AR,30.055,26.611,28.21,22.851,9.3,1984,1448,373,7,0,2,1,3,4,13,3,7,3,8,387,479,957,872,7,67,13,1663194.775,1,1,1,1,1,1,15.8,10.1,20.6,17.4,244.3,74.4,916.4,16.8
AR,25.9,22.1,27.394,33.7,6.7,2411,1952,459,30.2,30.2,2,2,3,11,23,3,4,3,9,299,468,855,726,3,32,24,3123758,1,1,1,1,1,1,15.6,7.9,23.8,21.9,227.7,74,978.8,18.6
AR,34.5,29.5,30.848,34.3,8.1,3218,3516,1059,34.9,17.4,1,1,3,29,27,3,3,3,23,470,772,1472,1265,9,89,29,6247975,1,1,1,1,1,1,10.3,4.2,27.3,21.6,243.6,75.5,973.2,28.4
AR,27.8,23.2,21.1,29.5,6.3,7148,5703,1461,21.4,18.1,1,2,4,5,10,3,129,3,3,1228,1583,3804,3492,5,185,33,673682,1,1,1,1,1,1,12.9,7.7,24.8,28.6,165.2,75,977.4,16.8
AR,28.3,22.4,25.747,31.5,4,2855,1929,565,33.4,20.1,1,2,3,17,5,3,3,3,4,269,508,962,838,3,41,15,6480,1,1,1,1,1,1,10.7,13,17.6,19.3,136.4,75.7,934.9,21.2
AR,30.3,23.1,26.1,28.4,8.3,2906,2726,762,17.9,17.9,2,2,3,20,9,3,18,3,6,319,781,1142,914,5,50,14,292706,1,1,1,1,1,1,10.3,8.1,29.6,22.3,155.5,76.5,807.3,17.7
AR,34,31,27.5,28.1,9.7,7040,5041,1281,67.2,37.1,2,2,3,7,6,3,7,3,12,879,1296,2732,2388,4,59,34,168463,1,1,1,1,1,1,16.1,8,18.9,24.9,150.4,75.2,882.3,22.9
AR,42.5,29.3,33,28.5,7,10149,5809,1826,56.4,23,2,2,3,25,17,3,6,3,12,1743,1831,2869,2632,3,117,116,7129067,1,1,1,1,1,1,17.3,10.5,26.1,29.4,276,71.6,1205.4,25.6
AR,35.203,28.14,30.272,26.733,8.3,2198,1586,376,21.5,21.5,1,2,3,10,5,3,93,3,7,257,365,584,517,3,62,6,1844647.32,1,1,1,1,1,1,15.3,9.6,28.5,30.7,283.6,72.9,1083.8,25.571
AR,30.971,14,29.69,23.7,11.5,1862,1574,276,32.3,10.8,2,1,3,31,4,3,5,3,3,201,362,614,505,3,111,10,3346265.81,1,1,1,1,1,1,10.7,5.9,20.3,14.2,176.2,74.7,914.4,29.5
AR,32.2,27.009,30.167,26.4,1.9,1614,1484,407,31.4,10.5,2,1,3,8,4,3,9,3,6,251,387,613,536,5,37,7,143957,1,1,1,1,1,1,14.3,9.5,26.2,22,200.3,72.6,1055.1,27.3
AR,26.5,29.2,26.719,30.1,5.8,1734,1199,469,23.7,0,1,1,3,18,3,3,9,3,3,175,369,559,464,3,19,14,2513105.89,1,1,1,1,1,1,10.7,4.9,21.3,10.6,192.2,75.7,866.4,18.7
AR,33.4,27.6,37,22.6,6.6,4306,4559,1238,51.7,25.8,1,2,3,8,8,3,7,3,33,862,709,1739,1503,6,35,18,29981,1,1,1,1,1,1,15.2,10.8,20.6,21.3,243.9,72.6,1090.3,19.2
AR,33.2,28.2,30.631,25.861,12.3,1536,1525,468,19.1,19.1,1,1,3,9,7,3,24,3,6,242,376,678,582,3,48,13,599671.35,1,1,1,1,1,1,10.8,8.1,30.9,22.4,204.5,75.2,1033.1,29.7
AR,45.2,28.9,31.972,20.9,8.8,6274,3517,971,45.6,20.7,1,2,3,6,10,3,8,3,10,807,683,1401,1349,3,68,28,13092,1,1,1,1,1,1,14.7,10.4,26,27.8,288.2,69.8,1231.5,18.3
AR,30.8,23.5,27.011,24.31,2.9,2042,1725,347,45.3,18.1,2,1,5,14,4,3,114,3,6,239,293,714,608,3,79,9,790,1,1,1,1,1,1,11.6,12.7,25.9,18.9,123.7,75,911.2,33.1
AR,42.5,29.7,35.264,42.6,12.4,4594,3635,1113,19.7,23.7,1,2,3,21,33,3,3,3,29,731,953,1598,1388,4,113,46,5988,1,1,1,1,1,1,14.1,10.4,23.9,23.4,247.8,72.4,1133,29.6
AR,30.2,24.8,32.4,21.9,7.9,4393,3421,694,59.5,34.7,1,2,3,20,4,3,11,3,8,418,834,1293,1104,5,74,21,116162,1,1,1,1,1,1,12.4,9.6,29.2,27.8,267,74.5,988,22
AR,23.2,28.4,29.8,26.6,6.5,8198,6394,2000,79.5,40.7,2,2,3,15,25,3,10,3,3,1235,1749,3588,3425,4,125,27,125487,1,1,1,1,1,1,9.7,5.8,26.9,20.9,182,76.1,912.8,19.2
AR,32.235,25.8,28.048,17.8,7.2,1249,1377,327,43.9,0,1,2,3,9,10,3,18,3,5,250,282,603,493,3,42,4,780,1,1,1,1,1,1,16,10,22.5,27.5,169.3,72.9,973.6,23.3
AR,23.6,22.3,28.9,21,6.7,52197,41918,11095,165.1,58.7,1,2,14,56,82,3,395,3,42,8967,9942,23058,19911,16,613,381,308474,1,1,1,2,1,1,13.3,9.8,24.4,19.9,162.2,74.8,952.5,16.7
AR,40.3,24.3,28.749,34.2,6.5,2858,2834,726,59.6,32.5,1,2,3,13,11,3,3,3,5,582,659,1208,1049,8,64,17,40587,1,1,1,1,1,1,11.1,9.1,19.8,26.4,201.7,75,917.7,21.6
AR,35.6,32.4,33.056,25.8,11.8,6002,3417,988,46.6,17.9,1,1,3,12,8,9,16,3,22,913,980,1712,1545,5,98,154,2460570.85,1,1,1,1,1,1,15.6,9.7,36.8,30.3,380.7,71.7,1240,27.3
AR,23.7,24.2,24.1,23.5,7.5,7970,7246,1776,48.3,16.4,2,2,4,10,11,3,238,3,8,1884,2568,5906,5119,18,297,41,502454,1,1,1,1,1,1,13.4,7.1,21.1,15.4,161.4,76.4,907.9,18.2
AR,34.4,20.7,28.855,28.4,10.2,2399,1690,597,17.9,26.9,2,1,3,26,10,3,3,3,3,203,352,705,603,3,36,8,122074,1,1,1,1,1,1,12.4,7.9,13.8,19.4,292.9,74.5,987.3,23.4
AR,28.6,27.263,29.29,23.5,12.4,2118,1607,481,37.6,25.1,1,2,3,10,4,3,25,3,3,163,363,537,440,3,25,4,4590,1,1,1,1,1,1,10.2,10.7,25.7,15.6,283.8,76.5,996.1,30.2
AR,28,26.4,32.1,20.5,7.1,18572,13903,3931,125.5,55.6,1,2,3,47,74,3,24,3,8,2451,3587,7421,6412,9,134,50,932891,1,1,1,1,1,1,11.1,8.7,24.5,23.4,227.2,75.6,927,16.9
AR,42.4,25.1,19.3,26.1,8.2,3682,1968,422,60.8,18.2,2,2,3,22,7,3,8,3,15,315,511,989,898,5,52,35,18033,1,1,1,1,1,1,12.2,7.1,17.7,19.6,226.5,74,1023.1,21.4
AR,35.2,23.7,29.967,26.1,6.7,3503,3935,885,34.5,17.2,2,2,5,17,6,3,7,3,10,435,631,1165,933,5,52,14,280935.12,1,1,1,1,1,1,13.4,8.6,31.6,18.5,224.4,74.6,953.7,27.4
AR,29.4,21.6,28.23,22.8,9,2380,2097,602,42.7,17.1,2,2,3,13,4,3,8,3,3,276,520,784,639,3,33,6,20,1,1,1,1,1,1,11.2,6.5,27.2,23.7,203.7,76.5,940.8,24.6
AR,30,27,28.4,25.8,9.1,6517,6737,1872,95.1,33.9,1,2,3,14,14,3,5,3,40,1337,1421,2817,2423,41,82,99,5390398,1,1,1,1,1,1,14,8.2,35.3,21.4,138.3,73.6,1036.4,21.5
AR,35.4,29.6,30.736,28.8,8.2,2935,3410,646,30.2,24.2,1,1,3,11,5,3,14,3,7,397,690,1112,899,5,65,9,179,1,1,1,1,1,1,10.2,9.4,28.5,22.9,142.5,76.4,886,27.4
AR,21.9,18.6,24.6,21.4,5.5,26412,15960,4184,88.2,36.6,1,2,5,23,35,3,20,3,27,3075,3552,11208,11062,10,148,59,523132,1,1,1,1,1,1,10.5,5.7,23.4,21,150.1,76.7,902.1,13.9
AR,30.2,24.1,25.4,24.2,8.7,10331,9602,2200,58.9,30.8,1,2,3,8,17,4,25,3,7,1898,2230,4559,4323,4,199,28,24632,1,1,1,1,1,1,13.2,8.2,21.9,20.6,200.1,75.1,964,19.5
AR,36.415,29.278,30.063,27.248,9.438,1711,1342,363,49.4,24.7,1,2,3,12,7,3,7,3,7,309,287,518,438,5,32,7,129631,1,1,1,1,1,1,13.7,9.2,27.7,36.9,250.5,72.9,1153.6,25.093
AR,31.6,25.5,21,27.9,8.9,4389,3068,994,51.4,23.4,2,2,3,24,18,3,11,3,3,429,762,1347,1179,4,61,10,1303353,1,1,1,1,1,1,10.6,5.5,19.6,25.2,256.1,74.7,991.8,21.3
CA,20.7,18.4,21.4,15.6,5.3,201483,137472,21231,117.4,64.9,1,2,14,296,223,6,238,3,292,38900,26209,74851,95364,94,395,220,1264565,1,1,1,2,1,1,9.8,4.8,24.7,18,161.2,78.1,751,11.9
CA,25.528,23.557,25.216,19.213,7.722,252,123,25,0,0,2,2,3,3,3,3,3,3,3,44,159,66,82,3,3,3,8956116.22,1,1,1,1,1,1,7.1,9.534,43.17,31.56,217.1,78.2,1012.8,14.607
CA,19.941,11.2,23.143,20.207,5.4,4245,6433,835,75.4,46.8,2,2,3,6,17,3,7,3,3,905,2133,2180,2678,5,20,4,177676,1,1,1,2,1,1,8.5,3.9,23.1,21,175.1,78.2,801.4,12.094
CA,25.8,23.7,26.7,17,4.3,37097,31037,6123,71,51.4,1,2,3,32,33,3,35,3,14,6489,12091,11379,15957,13,100,63,3078,1,1,1,2,1,1,10.6,6.2,22.1,19.9,174,76.5,878.8,14.3
CA,16.938,9,19.689,17.121,1.3,5932,7423,1131,42.7,23.5,1,1,3,8,13,3,15,3,3,1206,2430,2600,3228,17,25,4,655121,1,1,1,2,1,1,9.8,4.4,18.8,15.2,166.9,78.2,752.2,8.8
CA,27.641,25.378,28.587,24.872,9.295,4736,2295,410,42.7,23.7,1,2,3,43,8,3,11,3,6,1249,830,1034,1445,5,30,15,164422,1,1,1,1,1,1,8.7,5.9,21.1,23.8,202.3,76.8,866.6,18.695
CA,21,21.6,23.7,14.2,5.4,119080,107242,14932,97.2,59.8,1,2,34,227,119,5,126,3,72,24606,19668,52118,67356,66,385,119,5389010,1,1,1,2,1,1,9.8,4,27.1,17.2,152.5,78.8,737.8,14.1
CA,29.658,26.241,30.482,26.966,8.683,4711,3471,1029,76.6,45.3,1,1,3,10,14,3,8,3,3,802,1486,1546,2020,5,28,15,45,1,1,1,1,1,1,9.9,7.5,25.345,21.9,154.6,74.7,955.7,21.242
CA,14.2,24,20.4,14.9,4.8,21522,22572,3618,76.9,48.1,1,2,5,24,37,3,68,3,4,4194,4741,9422,12175,15,65,20,0,1,1,1,2,1,1,9.6,4.8,24.6,17,153.7,78.7,758.8,10.1
CA,25.8,27.7,25.1,14.6,7.4,202484,79906,14666,77.9,39.4,1,2,27,220,135,3,175,3,165,36776,24459,41867,59931,61,350,350,340202,1,1,1,2,1,1,11.8,6.4,22.6,15.8,192.4,77.1,836.8,16.5
CA,26.073,25.453,27.683,23.973,8.465,6275,3496,615,14.4,25.2,1,2,3,5,6,3,4,3,3,985,1317,1370,1901,5,23,9,61711,1,1,1,1,1,1,9.6,3,28.4,21.2,158.6,76.9,874.6,17.7
CA,22.3,23.8,20.4,20.1,8.5,21154,15737,4344,89.6,60.8,1,2,4,19,85,3,30,3,8,3658,7815,6911,9299,14,61,38,1913790,1,1,1,1,1,1,8,7.1,26.8,19.8,153.7,75.5,952.7,12.5
CA,28.019,24.611,26.17,6.6,13,43126,16132,2693,32.1,16.7,1,2,4,66,20,3,17,3,20,9740,7760,7492,10772,14,83,79,391051,1,1,1,2,2,1,10.5,4.4,21.5,13.9,169.6,77.5,777.3,36.7
CA,24.064,23.743,26.638,22.222,8.297,2941,3361,419,121.2,49.6,1,2,3,42,10,7,6,3,3,453,1387,983,1228,10,22,3,19136,1,1,1,2,2,1,9.6,7.3,26.1,21,232.6,78.3,889.3,16.39
CA,30.4,26.5,27.5,21.4,9,152346,63074,15615,62.2,27.7,1,2,26,202,148,3,102,3,145,27239,23329,36250,51564,23,291,291,1686105,1,1,1,2,2,1,11.7,6.2,27,20.5,268.9,75.7,972.6,21.3
CA,23.1,25.4,25.137,12.6,4.6,27328,9422,2008,37,30,1,2,4,24,29,3,13,3,21,5121,6664,7092,9980,8,77,73,11109180,1,1,1,2,2,1,11.1,6.6,23,18.5,180.6,76.6,865.6,19.5
CA,26.881,24.681,27.838,19.2,6.2,11580,10272,2566,62.9,30.7,1,2,3,19,28,3,7,3,3,1984,4571,3484,4448,3,42,21,2074262.64,1,1,1,1,1,1,9.9,6.5,23.6,15.8,195.3,75,959.7,17.478
CA,23.835,23.223,25.659,22.735,7.236,4118,3171,801,51.8,63.3,1,2,3,24,7,3,5,3,3,993,1841,1930,2571,5,24,7,1524057.01,1,1,1,1,1,1,9.6,7.2,16.8,11.8,188.2,77.1,824.6,15.602
CA,27.3,21.3,24.2,16.7,6.7,2167891,911590,118190,93.9,51.1,1,2,68,2714,1205,13,1333,3,2308,256472,370924,495905,665392,390,2635,1464,11715163,1,1,1,2,1,1,10.8,5.4,23.3,17.5,210.6,78.1,747.3,19.5
CA,25.8,24.253,26.452,15.5,10.4,29874,16057,3034,53.2,25.2,1,2,6,21,82,3,16,3,17,4795,4112,7076,9746,15,74,70,525740,1,1,1,2,1,1,11.6,5.9,18.8,14.7,210.1,77.4,826.6,17.201
CA,8.3,9.9,23,12,2.8,23521,32943,3009,167.2,100.4,1,2,7,34,15,5,51,3,20,5049,5868,13576,15907,26,89,30,1168089.88,1,1,1,1,1,1,9.2,3.3,27.1,16,128.2,80.8,636.5,7.1
CA,24.116,22.772,25.108,22.365,6.455,2760,2793,476,38.7,27.7,1,2,3,19,8,3,18,3,5,546,902,1011,1284,6,19,5,539,1,1,1,2,1,1,9.9,7.2,32.3,19.2,174.6,77.8,820.7,14.305
CA,11.5,23.724,27.769,23.384,10.7,16199,11718,2743,105.5,56.7,1,2,4,40,21,3,21,3,4,2542,4636,4642,6000,11,74,35,4977,1,1,1,1,1,1,9,6.6,25.4,21.5,152.8,76.6,859.5,14.6
CA,34.6,28.7,20.6,19.8,7.5,52448,17668,3350,51.3,28.1,1,2,10,39,38,3,24,3,32,9839,7595,11240,16421,21,128,121,222284,1,1,1,2,1,1,10.9,6.5,25.9,19.4,202.4,76.6,881.2,25.1
CA,27.242,25.649,28.371,23.28,9.374,1853,1520,306,52.5,31.5,1,2,5,19,12,5,4,3,3,319,671,517,659,3,8,5,3670587.37,1,1,1,1,1,1,9,9.6,19.9,18.1,187.4,77.1,936.6,18.827
CA,20.918,20.563,24.057,19.021,6.176,2270,808,95,71.9,40,2,2,3,21,7,6,6,3,3,422,608,674,854,5,14,5,817538.84,1,1,1,1,2,1,10.3,3.9,29.657,19.512,186.3,78.3,679.9,13.306
CA,30.4,24.4,20.7,17,4.7,80153,38413,5337,73.5,52.2,1,2,14,99,59,4,69,3,35,15353,12029,20267,27891,15,210,160,9454,1,1,1,1,1,1,9.9,5.8,22.6,15.2,144.4,79.4,713.5,22
CA,19.1,19.7,23.635,12.2,6.1,17325,18945,3091,106.2,61.8,1,2,5,21,16,3,20,3,5,3046,3171,7004,8942,8,58,12,0,1,1,1,1,1,1,8.5,3.5,24.3,21.2,153.7,78.6,787,14.3
CA,17.4,12.9,24.676,8.5,8.3,12295,14956,2035,97.6,63,2,2,6,26,11,3,53,3,4,2281,5550,5447,6799,19,75,14,0,1,1,1,2,1,1,9.4,2,21.9,18.7,154.2,79.2,757,18.8
CA,18.5,17.7,20,14.4,4.2,509324,281334,27747,105,60.2,1,2,16,665,386,10,482,3,460,60432,89065,150645,197331,141,790,439,1374444,1,1,1,2,1,1,9.8,4.7,23.2,15.2,177.7,79.7,687.3,13.4
CA,11.3,17.3,21.1,15,5.7,31044,35693,4251,104.7,59.3,2,2,8,27,15,3,159,3,7,6440,7655,16837,21528,29,109,33,99068,1,1,1,2,1,1,8.9,4.1,23.4,15.1,152.6,79.5,719.9,5.7
CA,22.066,22.421,25.398,21.688,7.393,3107,3482,656,97.8,55.9,2,2,3,27,16,3,8,3,3,847,2598,1195,1481,5,23,6,152,1,1,1,1,1,1,8.7,5.7,32.8,18.7,147,77.8,847.5,14.808
CA,28,23.4,24.9,16.3,6.8,320908,192964,26996,45.7,27,1,2,7,421,448,4,202,3,352,42936,83445,96145,132670,62,459,255,235290,1,1,1,2,2,1,10.8,5.8,26,19.4,219.3,77.3,805.7,17.2
CA,18.4,20.8,25.3,17.2,6.4,198250,133617,27079,90.9,53,1,2,6,262,154,3,402,3,188,32403,37606,68447,91279,68,351,195,437060,1,1,1,2,1,1,9.3,5.6,25.5,17,193.1,77.2,821.6,13.9
